title,content,link
"Isyu sa blangkong line items sa bicam report sa 2025 budget, ‘wag isisi sa Palasyo!","MANILA, Philippines — Huwag isisi sa Malacañang ang mga blangkong line item sa bicameral report sa 2025 national budget. Ito ang inihayag ni Executive Secretary Lucas Bersamin kasunod ng plano ng ilang grupo na kuwestiyunin sa Korte Suprema ang umano’y blangkong line items ng bicam report. Ayon kay Bersamin, hindi nila mapipigilan ang mga taong gustong hamunin ang isyu sa kataas-taasang hukuman dahil sa paniwalang may problema sa pinirmahang 2025 General Appropriations Act. Binigyang-diin ni Bersamin na walang kinalaman ang Malacañang sa bicam report dahil hindi naman ito ang pinirmahan ni Pangulong Ferdinand Marcos Jr. kundi ang mismong kopya ng GAA. Matatandaan na sinabi ni dating executive Secretary at Senatorial aspirant Atty. Vic Rodriguez na may ilang abogado ang nagbabalak umakyat sa SC tungkol sa mga di umano’y blangkong item sa bicameral conference committee report ng 2025 budget. Sinabi pa ni Rodriguez na inaasahan niyang sasagutin ng administrasyon ang aniya’y hindi pagkakapare ­pareho sa 2025 budget na aniya ay labag sa batas.",https://www.philstar.com/pang-masa/police-metro/2025/01/25/2416751/isyu-sa-blangkong-line-items-sa-bicam-report-sa-2025-budget-wag-isisi-sa-palasyo
"Quimbo: P6.325 trillion budget legal, bicam report contained correction","The proposed P6.325 trillion budget for 2025 is lawful and enforceable even as the Bicameral Conference Report had corrected/adjusted entries, acting House appropriations panel chairperson Stella Quimbo said Monday. Quimbo, a Marikina City representative, said she issued the statement to reaffirm the statements made by President Ferdinand Marcos Jr., Executive Secretary Lucas Bersamin, Budget Secretary Amenah Pangandaman and Senate President Francis Escudero. These officials issued such statements after former President Rodrigo Duterte and his allies alleged that the President signed a defective budget bill for 2025 since it was based on a Bicameral Conference Reportcontaining blank items. ""The Bicameral Report explicitly authorized the technical secretariats of both the Senate and the House of Representatives to implement corrections and adjustments as required. These do not affect the integrity nor the legality of the budget,"" Quimbo said. ""The 2025 General Appropriations Act is lawful, valid, and fully enforceable. The enrolled General Appropriations Bill [which the President signed into law] is complete, with no blank allocations among its more than 235,000 line items,"" Quimbo added. When the members of the Bicameral Committee including herself signed the report, Quimbo said all appropriations had already been determined and approved, meaning no changes were made. ""The enrolled General Appropriations Bill has been made publicly available, providing the best evidence of its completeness and compliance with due process. Makikita po ng lahat ito. Walang tinatago,"" Quimbo said. (You can see everything. There is nothing here.) ""Any suggestion of impropriety is unfounded and appears to be politically motivated rather than prompted by genuinely substantive concerns. It is unfortunate that an administrative matter is being maliciously misconstrued to create controversy where there is none,"" Quimbo added. In closing, Quimbo said discussions on the matter should end given the comprehensive explanation. ""This matter has been sufficiently explained, and at a time when we face far real and urgent national challenges, it would be more productive to focus our efforts on addressing the legitimately pressing needs of our people,"" Quimbo added. Duterte and Davao City 3rd District Representative Isidro Ungab earlierflagged discrepanciesin the bicameral conference committee report on the recently approved 2025 national budget. Ungab said there were missing budget amounts for items under the Department of Agriculture and unprogrammed appropriations. Reacting to Ungab's findings, Duterte said that budget items should not be left empty “to be filled up later on.'' Marcos then said Duterte was ""lying"" when he made the allegations. ''He’s lying. He’s a president, he knows that you cannot pass a GAA without any – with a blank… He’s lying,'' Marcos said. Executive Secretary Lucas Bersamin said Duterte and other individuals' move was an act ofpeddling misinformation. Last Dec. 30, Marcossigned into lawthe proposed national budget for fiscal year 2025 after vetoing some items from the proposed bill.—KG, GMA Integrated News",https://www.gmanetwork.com/news/topstories/nation/934185/quimbo-p6-325-trillion-budget-legal-bicam-report-contained-correction/story/
Quimbo confirms blanks in budget bicam report but says funding already identified,"House of Representatives Committee on Appropriations acting chairperson Stella Quimbo on Monday confirmed that there were blank items in the bicameral report on the P6.325 trillion national budget for 2025. But she quickly added that funding for these items had been identified before the signing of the report. According to Jonathan Andal's report on ""24 Oras,"" Quimbo was asked if she acknowledges that there are blanks in the bicameral conference report on the budget signed by lawmakers. “Yes. Notwithstanding any typographical errors or any adjustments that are needed as a result of amendments, ay authorized naman po ang technical staff ng both House and Senate to make all of these necessary corrections,” Quimbo said. But despite having blank items, she said that the funding for each item in the budget was already identified before the members of the bicameral conference committee had signed the report. “Lahat ng naging corrections ng ating technical staff, lahat po ‘yan ay ministerial na lang. Ibig sabihin calculator activity na lang po. Wala na po silang discretion, dahil lahat po ay decided na by the bicam members at the point of signing,” she said. (All the corrections made by our technical staff were only ministerial. This means that only calculator activities were done. They did not have any discretion because everything was already decided by the bicam members at the point of signing.) According to the omnibus motion in the bicam report, the technical staff of the House Committee on Appropriations and the Senate Committee on Finance are “authorized to effect corrections of typographical, grammatical and printing errors, as well as necessary adjustments such as performance indicators and section number of general and special provisions as a consequence  of the amendments.” It added that in case of conflict between the bicameral conference committee report and the printed version of the bill, the latter shall prevail. But when asked if filling the blanks with certain amounts is considered a typographical error, Quimbo replied: “There are some typographical errors. Dahil ‘yung iba doon ay makikita naman eh (Because some of them can be seen in the bill).” Further, Quimbo said that there were no more blank items in the enrolled bill which was signed by President Ferdinand Marcos Jr. “It is legal, it is fully enforceable, it is valid. Dahil po ang ating enrolled bill, ibig sabihin po ang General Appropriations Bill na nanggaling po sa Congress, ay kumpleto, walang blank. So, that's basically the reason for why ang naging basehan ng GAA ay kumpleto din,” she said. (It is legal, it is fully enforceable, it is valid. Because the enrolled bill, the General Appropriations Bill that came from Congress is complete, has no blanks. So that’s basically the reason why the basis for the GAA is also complete.) In a separate statement, Quimbo said that any criticisms on the national budget is mere politicking. “Any suggestion of impropriety is unfounded and appears to be politically motivated rather than prompted by genuinely substantive concerns. It is unfortunate that an administrative matter is being maliciously misconstrued to create controversy where there is none,” she said. GMA Integrated News reached out to the Malacanang and Senate for comment.",https://www.gmanetwork.com/news/topstories/nation/934241/quimbo-confirms-blanks-in-budget-bicam-report-but-says-funding-already-identified/story/
Marcos seeks immediate passage of proposed 2025 budget,"President Ferdinand Marcos Jr. has certified as urgent the passage of House Bill No. 10800 or the 2025 General Appropriation Act (GAA) to the Senate of the Philippines. In a letter addressed to Senate President Francis Escudero dated October 29, Marcos certified the necessity of the enactment of the GAA, which provides for the proposed P6.352 trillionnational budgetfor 2025. This was “to ensure the uninterrupted operation of critical government functions, guarantee the allocation of fiscal resources for vital initiatives, and enable the government to adeptly respond to emerging challenges.” The message was also furnished to House Speaker Martin Romualdez. The proposed 2024 national budget is 9.5% higher compared to this year's P5.268 trillion. The bill containing the national budget should be approved and signed by the President before the end of every fiscal year to avoid a reenacted budget for the following year. The House of Representatives approved the proposed P6.352-trillion budget for 2025 on third and final reading on September 25. A total of 285 lawmakers voted in favor of House Bill No. 10800, while three voted against it. The approval came a day after President Ferdinand Marcos, Jr. certified the measure asurgent. A measure certified urgent by the President authorizes Congress to approve the said bill on second and third reading on the same day. A month later, the Housesubmittedits version of the General Appropriations BIll to the Senate. The submission took place even as Metro Manila is under Tropical Cyclone Wind Signal No. 2 due to Severe Tropical Storm Kristine (international name: Trami). —VAL, GMA Integrated News",https://www.gmanetwork.com/news/topstories/nation/927519/marcos-proposed-2025-budget-urgent/story/
House submits 2025 General Appropriations Bill to Senate,"The House of Representatives on Thursday submitted its version of the General Appropriations BIll (GAB), which contains the proposed P6.352 trillion national budget for 2025, to the Senate amid inclement weather. According to the Senate Public Relations and Information Bureau, the GAB was submitted to the Senate’s Legislative Bills and Index Service. TheHouse approved its version of GABon September 25, a day after President Ferdinand ""Bongbong"" Marcos Jr. certified the measure as urgent. Senate President Francis “Chiz” Escudero previously asked the House tosubmit its GAB earlier than the scheduled transmittal on October 25. If submitted before October 25, Escudero said they are eyeing the sponsorship of their version on November 5 or 6. The bill containing the national budget should be approved and signed by the President before the end of every fiscal year to avoid a reenacted budget for the following year. The submission took place even as Metro Manila is under Tropical Cyclone Wind Signal No. 2 due to Severe Tropical Storm Kristine (international name: Trami). Work in both the Senate and House of Representatives was suspended for the day due to Kristine. —Joahna Lei Casilao/KBK, GMA Integrated News",https://www.gmanetwork.com/news/topstories/nation/924784/house-2025-gab-senate/story/
Marcos wants 'critical projects' in NEP be restored in 2025 budget,"President Ferdinand ''Bongbong'' Marcos Jr. on Tuesday said he wants government agencies to reexamine the administration’s programs contained in the National Expenditure Program (NEP) but were defunded by Congress. Marcos said he wants government agencies to focus particularly on those considered critical to his administration's socioeconomic programs. “We have to reexamine so that the programs that we wanted – that we put in the NEP -- can somehow be restored,” Marcos said during the 18th Cabinet Meeting in Malacañang Palace. “For the rest of the departments, I need you to give me the priorities  – the things that we prioritized in the NEP that were removed in terms of budgeting, in terms of appropriations,” he added. “So, what are those? In each department, what are those that are absolutely critical to the socioeconomic program as we delivered to the Congress? Paano natin ibabalik kasi critical ‘yung mga program na nawala.'' [How can we return them since they are critical programs.] Marcos said he is willing to sit down with each department to ensure that the government’s actual expenditure program will resemble the NEP. He said many things have to be addressed, including the P12-billion decrease in the budget for the maintenance of roads, P500-million reduction in the funding for routine maintenance of bridges and the P21-billion budget cut for feasibility studies. Marcos signed into law the proposed national budget for fiscal year 2025 on December 30 and said that he directly vetoed over P194 billion worth of line items that are not consistent with his administration's priorities, including some programs of the Department of Public Works and Highways (DPWH). In his veto message, Marcos said ''the aim of this Administration in our Medium-Term Fiscal Program is to ensure that government targets will respond more directly to the needs of the Filipino people as strategic growth-enhancing fiscal consolidation is pursued.''— RSJ, GMA Integrated News",https://www.gmanetwork.com/news/topstories/nation/932100/marcos-wants-critical-projects-in-nep-be-restored-in-2025-budget/story/
DBM submits P6.3-trillion 2025 National Expenditure Program to Senate,"Budget Secretary Amenah Pangandaman on Monday submitted the P6.352-trillion National Expenditure Program (NEP) to the Senate. The NEP details the government's proposed programs and is submitted to Congress to aid it in crafting the proposed national budget for the next fiscal year. The submission of the 2025 NEP came a week after the third State of the Nation Address of President Ferdinand “Bongbong” Marcos Jr, well within the Constitution's requirement that it be submitted within 30 days after the SONA. Senators present during the submission were Senate Deputy Majority Leader JV Ejercito, Senate accounts committee chairman Alan Peter Cayetano, Senate finance committee chair Grace Poe, Senate President Pro Tempore Jinggoy Estrada, and Senate Majority Leader Francis Tolentino. The Senate Finance Committee is tasked to scrutinize the proposed budget of every government agency. The Department of Budget and Management earlier said the allocation of the Confidential and Intelligence Fund in the 2025 proposed budgetwas reduced to P10.2 billioncompared to the 2024 budget's P12 billion. The Presidential Communications Office earlier said the proposed national budgetwould support the key pillarsof the administration’s Philippine Development Plan 2023-2028. Under the proposed NEP, the agencies getting the biggest share of the government appropriations include education (Department of Education, state universities and colleges, Commission on Higher Education, and Technical Education and Skills Authority), public works (Department of Public Works and Highways), health (PhilHealth), interior and local government (Department of the Interior and Local Government), and defense (Department of National Defense).— BM, GMA Integrated News",https://www.gmanetwork.com/news/money/economy/915118/dbm-submits-p6-3-trillion-2025-national-expenditure-program-to-senate/story/
3 senators deny there were blank entries in 2025 budget bicam report,"Three senators on Tuesday denied that the bicameral conference committee report on the 2025 national budget had blank entriesas claimed by former President Rodrigo Duterte. Senate President Pro Tempore Jinggoy Estrada said he doesn't think that it is possible for the bicam report to contain blank entries. ""I don't think so,"" Estrada said in an ambush interview. ""Wala akong napansin,"" he added. (I didn't notice anything.) Senators Sherwin Gatchalian and Joel Villanueva, who were both part of the bicameral conference committee on the 2025 General Appropriations Bill, said  there were no blank entries in the report. ""Sa akin and my team wala kaming nakitang blangko kasi dapat balanse. Yun ang tinitignan naming parati. So I have a whole team na tinitignan yung budget bago ko pinipirmahan,"" Gatchalian told reporters in a separate interview. (My team and I didn't see any blanks because it has to be balanced. It's what we were always monitoring. I have a whole team that looks through the budget before I sign.) ""Kasi kung blangko, hindi magbabalanse eh. Kailangan balanse ang budget eh. For example, 'yung House amendments, 'yung Senate amendments and of course, 'yung final product 'yung GAA [General Apporpriations Act] dapat balanse 'yan. Ang iniisip ko kung blangko 'yan, hindi magbabalanse, that’s number one,"" the vice chairman of Senate committee on finance said. (It couldn't be balanced with blanks. The budget must be balanced. For example, the House amendments, the Senate amendments, and of course the final product, the GAA, must be balanced.) For his part, Villanueva said that the document that he signed was a ""full bicameral conference committee report."" ""Lahat nandoon [at] may mga items tayong nakita... I, for one, would say na...wala akong nakitang blangko or whatsoever,"" he said. (It was all there. I for one would say that I saw no blanks whatsoever.) ""Ang hirap paniwalaan noong blangko kasi hindi magta-tally talaga and at the same time, hindi maaaring ipasa ang batas na 'yun, nang blangko. 'Yun ang aking pananaw,"" he added. (It's hard to believe there would be blanks because then it wouldn't tally and at the same time, that law cannot be passed with blanks. That is my view.) While he made the remark, Villanueva said he is not closing his doors to the ""rumors"" on some items in the 2025 national budget. ""Kung totoo man 'yung sinasabi na may mga blanko, siguro ang maaari o posibleng mangyari is lump sum o may lump sum. So ako, until now, ang call ko palagi is break down these lump sum items at ipakita kung saan talaga ito pupunta,"" Villanueva said. (If it is true that there are blanks, they could be lump sums, or there are lump sums. So my call as always is to break down these lump sum items and show where the funds are going.) Gatchalian and Villanueva were both present during the bicam's signing of the report on the 2025 national budget. President Ferdinand ""Bongbong"" Marcos Jr. on Mondaysaid Duterte was lyingabout the supposed discrepancies in the 2025 national budget. Malacañang on Monday alsodenounced the allegationsmade by Duterte, saying that the allegations made should be dismissed as ''criminal.'' Duterte and Ungab flagged supposed discrepancies in the bicameral conference committee report on the national budget, with Ungab saying that there were missing budget amounts for items under the Department of Agriculture and unprogrammed appropriations. Ungab said the blanks could not be considered a typographical, grammatical, or printing error. Duterte, for his part, said the budget items should not be left empty to be filled up later on. According to the former president, anyone who tampered with the budget could face criminal prosecution. In a Facebook post, Senator Imee Marcos, who was part of the bicam on the 2025 national budget, but was absent during the signing of the report, said that her brother and the former president are talking about two different budget documents. ""Ang merong blangko ay 'yung bicam. 'Yung GAA naman ang alam ko inayos na ng Congress,"" she said.— BM, GMA Integrated News",https://www.gmanetwork.com/news/topstories/nation/933644/3-senators-deny-there-were-blank-entries-in-2025-budget-bicam-report/story/
Hontiveros on 'blank entries' in 2025 budget: 'Wala akong nakita',"Even though she voted against the bicameral conference committee report on the 2025 national budget, Senate Deputy Minority Leader Risa Hontiveros said Wednesday she does not believe that Congress would approve it if it had blank entries. Hontiveros said that she and Senate Minority Leader Koko Pimentel registered negative votes on the bicam report last December to oppose the zero subsidy for the Philippine Health Insurance Corporation (PhilHealth), and the budget cuts for Department of Education (DepEd) and the Pantawid Pamilyang Pilipino Program (4Ps). ""Pero naman, hindi ako makapaniwala na kahit aling Kongreso natin, pati 'yung amin ngayon, ay magpapasa ng isang panukalang batas o General Appropriations Act na may blanko pa na linya,"" she said in an Unang Balita interview. (However, I would not believe that any Congress would pass a bill or General Appropriations Act with a blank line.) ""Wala akong nakitang blanko nu'ng hindi ko pinirmahan ang bicam report at nu'ng bumoto kami ni Senator Koko ng 'no' sa GAA. Kasi kahit kumontra ako sa budget na 'yan in its final form ay hindi ako naniniwala na ipinasa 'yan ng Kongreso na may blank page pa,"" she added. (I did not see anything blank when I refused to sign the bicam report and when Senator Koko and I voted 'no' on the GAA. Because even though I am against that budget in its final form, I do not believe that Congress passed it with a blank page.) The senator made the remark after former President Rodrigo Duterte and Davao City 3rd District Representative Isidro Ungabflagged supposed discrepancies in the bicam reporton the recently approved 2025 national budget. Ungab said there were missing budget amounts for items under the Department of Agriculture and unprogrammed appropriations, emphasizing that the blanks could not be considered typographical, grammatical, or printing errors. Duterte, meanwhile, said the budget items should not be left empty to be filled up later on. According to the former president, anyone who tampered with the budget could face criminal prosecution. President Ferdinand “Bongbong” Marcos Jr., for his part, hasdismissed the statements by his predecessor as ""lies."" ""He's lying. He’s a president, he knows that you cannot pass a GAA without any – with a blank… He's lying,"" Marcos said. ""And he's lying because he knows perfectly well that that doesn't ever happen. Sa buong kasaysayan ng buong Pilipinas, hindi pinapayagan na magkaroon ng item ang GAA ng hindi nakalagay kung ano 'yung project at saka ano 'yung gastos, ano 'yung pondo (In the entire history of the Philippines, an item in the GAA which does not have any allocated project or fund is not allowed). So, it's a lie,"" he added. Malacañang had also denounced Duterte's allegations, saying that theseshould be dismissed as ""criminal.""Executive Secretary Lucas Bersamin has stressed that all of the 4,057 pages of the P6.326-trillion budget's two thick volumes were exhaustively reviewed by hundreds of professional staff from Congress and the Department of Budget and Management. Senators Jinggoy Estrada, Sherwin Gatchalian, and Joel Villanuevahave also denied that the bicam report on the 2025 national budget had blank entries as claimed by Duterte. Kabataan Rep. Raoul Manuel, meanwhile, showed a copy of the bicam report that seemingly has parts that are blank or vacant. He said that these were similar to what Duterte and Ungab revealed earlier. Manuel said that the bicam report, which copy was obtained by GMA Integrated News, was the same document ratified by the Congress in December, based on a 24 Oras report of Jonathan Andal. The solon recalled that a soft copy of the report was only emailed to lawmakers one week before the ratification and its printed copy was provided one hour before it was brought to the plenary. Manuel admitted that lawmakers were not able to properly scrutinize the bicam report due to lack of time. “Sobrang ipit ng oras talaga para mabusisi ‘yan… On my end din, sa totoo lang, hindi rin agad nakita ‘yung mga blanks kasi nga hindi tayo sanay eh na may mga ganoon,” Manuel lamented. (We were really pressed for time to check the entire report... On my end too, honestly, I was not able to see the blank parts immediately because we were not used to seeing such.) “Ngayon ko lang na-encounter na nag-ratify ng budget, mayroon palang mga blanks,” he added. (It was my first time to encounter a ratification of the budget that has blank entries.) The solon also questioned who filled the blanks in the bicam report after it was ratified. “After ratification, saka bago pirmahan, sino ‘yung nag-fill in the blanks? So, dapat may sumagot diyan. At ang pwede lang makasagot, ang mga bahagi ng bicam saka ‘yung Pangulo,” he said. (After ratification and before its signing into law, who filled in the blanks? Someone should answer that. The only one who can answer that are those who are part of the bicam, and the President.)— VDV/RF, GMA Integrated News",https://www.gmanetwork.com/news/topstories/nation/933695/hontiveros-blank-entries-2025-budget-wala-akong-nakita/story/
Engaging the Public in Participatory National Budget Process," Engaging the Public in Participatory National Budget Process Novel V. Bangsal19 December 2024 The national government budget serves a number of development objectives, namely: 1) stabilizing the economy; 2) redistributing income, and 3) providing social assistance to vulnerable groups. In addition to being a development tool, the budget is also an instrument for public accountability. By identifying revenue sources and expenditures, the budget enables citizens to see if public funds are being spent for their intended purpose. The transparency of budget information fosters trust between the government and its constituency, resulting to more informed public discourse about fiscal policies and priorities. Thus, this commentary examines how public participation impacts the national budget process, discusses the challenges faced, and explores the potential for improved participation to create a more responsive and accountable government. Budget reforms on citizen participation The budget process reflects the power relations between the branches of government in making budget decisions. It is important to note the budget process is divided into four stages, namely: preparation, legislation, execution, and accountability. For instance, budget preparation is the purview of the executive, and budget legislation belongs to Congress. The executive takes the lead again in the execution stage, while the Commission on Audit assumes control over budget accountability. Each stage offers opportunities for engagement between the government and the public in general, following formal rules of the budget legal framework or informal rules based on traditions and exchanges. Entry points for citizen participation typically occur at multiple stages, especially during budget preparation and legislation. However, opportunities in these stages are often informal andad hocin nature. The lack of formal consultations mechanisms suggests that it is quite difficult for the public to directly participate in the budget process, and exert influence towards more responsive and inclusive fiscal policies. To address this gap, several legislative measures have been filed to institutionalize the participation of civil society organizations (CSOs) in the budget process. Furthermore, the budget process is not only a dynamic system but also a political arena for competing interests. This transactional mode determines who gets what, when, and how the money is spent. However, the real question is whether the politics that largely influence the budget process can lead to desirable fiscal outcomes such as fiscal discipline and efficiency in allocation and operation. Historically, the budget process has been viewed as an unwieldy and exclusive undertaking reserved for government, often resulting in a wide disparity between public spending and the actual needs of the community. This observation finds credence from the lectures of Dr. Ma. Victoria Raquiza of the UP National College of Public Administration and Governance and Undersecretary Rolando Toledo of the Department of Budget and Management during the CBILLS Thursday Talks at the Development Academy of the Philippines. Dr. Raquiza underlined the sustained engagement between the Social Watch Philippines and members of Philippine Congress through the Alternative Budget Initiative. Moreover, Undersecretary Toledo highlighted major budget reforms since 2010, namely: 1) the Principles of Constructive Engagement with CSOs; and, 2) the Budget Partnership Agreements between agencies and CSOs. On account of these relevant gains, the Philippines has topped other Asian countries in the Open Budget Index on public engagement. Challenges to citizen participation in the budget process Despite the progress made, several challenges hinder meaningful citizen participation in the budget process. One of the key barriers is the lack of public awareness and understanding of how government budgets are formulated, implemented, and monitored. While the government is mandated to disclose budget documents, these documents are too complex and technical—not to mention their voluminous sizes, making it hard for ordinary citizens to comprehend nor do these documents reveal enough information as to the authorities’ goals or priorities. Second, access to information is often limited. Bureaucratic red tape impedes the timely dissemination of information, further discouraging citizens to provide feedback on the resource allocation. Third, corruption and patronage politics pose significant challenges. In some instances, budget decisions may be influenced by political considerations rather than genuine community needs. This practice undermines trust in the process and dissuades citizen engagement. To counter these issues, there must be robust mechanisms for public accountability and budget oversight, ensuring that public funds are spent judiciously and efficiently to deliver desired outcomes. And fourth, the fragmentation of efforts across different government agencies can impede coordinated citizen engagement. While various departments promote participation, a lack of synergy can lead to confusion and disorganization. Establishing a cohesive approach for citizen engagement helps build consensus around budget decisions. Role of ICT in facilitating citizen participation In the digital age, technology adds new dimension to citizen participation in the budget process. Online platforms and mobile applications can facilitate the process of gathering inputs, making it easier for individuals to voice their opinions and monitor budget utilization. As digital literacy improves, leveraging technology will become more essential in empowering people to take greater control of the budget agenda for deliberation. However, enhancing citizen participation in the budget process involves more than just collecting feedback; it’s about fostering a culture of accountability and shared responsibility. By involving citizens in the decision-making process, the government can better align its fiscal policies with the needs and aspirations of its community. Social media also plays a pivotal role in raising awareness about budget issues and mobilizing public engagement. Government agencies can use such platforms to disseminate information about the budget process, share updates on public consultations, and encourage citizen participation. By utilizing technology, the government can reach a broader audience and facilitate more inclusive discussions about budget priorities. Building a Culture of Participation It is crucial to foster a culture of engagement. Authorities must be willing to listen to and act upon the feedback they receive, creating a feedback loop that reinforces the importance of citizen engagement. Education and capacity-building initiatives are vital in this regard. By enabling citizens, they can become more effective advocates for their communities. There are a number of activities that can help provide ample spaces for more direct citizen participation, such as: Conclusion The state of citizen participation in the national budget process underscores both the progress made and the challenges that persist. While improvements in budget transparency and initiatives have created opportunities for engagement, some barriers hinder the effective participation of the public. By addressing these challenges and implementing further budget reforms, authorities can foster a more inclusive and responsive budget process, leading to better governance and improved outcomes for citizens. On this note, the DBM should be commended for makingbudget documents more accessible for better citizen engagement. The increasing size of National Expenditure Program (NEP) documents signifies the government’s efforts to make the budget information more transparent. This move intends to provide a more granular and detailed presentation of the budget allocations instead of resorting to lump-sum appropriations. It is a positive step to present budget information in a clear and understandable format, utilizing visual aids, and plain language. This will help demystify the budget process and encourage more citizens to engage in its various stages. Overall, a more engaged public is essential for a thriving democracy, and meaningful participation in the budget process is a crucial step toward achieving desired fiscal outcomes. References Bangsal, N. V.(2024).Role of Congress in Achieving Sound Public Fiscal Management. [PowerPoint presentation]. Course on Risk Management on Public Finance.Development Academy of the Philippines. Congressional Budget and Research Department. (2006). Governing the Philippine Bureaucracy: Issues and Challenges of Legislative Oversight. House of Representatives. https://cpbrd.congress.gov.ph/index.php/2012-06-30-13-06-51/2012-06-30-13-36-52/202-governing-the-philippine-bureaucracy-issues-and-challenges-of-legislative-oversight-congressional-lanning-and-budget-department-house-of-representatives-quezon-city-february Congressional Budget and Research Department. (2022). A Legislator’s Guide in Analyzing the National Budget (4th Edition). House of Representatives. https://cpbrd.congress.gov.ph/2012-06-30-13-06-51/2012-06-30-13-36-52/1509-csp-62-a-legislator-s-guide-in-analyzing-the-national Congressional Budget and Research Department. (2024). An Analysis of the President’s Budget for the Fiscal Year 2025 (Budget Brief 2024 No. 2). House of Representatives. https://cpbrd.congress.gov.ph/2012-06-30-13- 06-51/2012-06-30-13-36-49/1784-bb2024-02-an-analysis-of-the-president-s-budget-for-the-fiscal-year-2025",https://cbills.dap.edu.ph/2024/12/17/engaging-the-public-in-participatory-national-budget-process/
"2025 GAA reflects priorities, aspirations of Filipinos – Speaker","By Zaldy De Layola December 11, 2024, 5:28 pm Share House Speaker Martin Romualdez (File photo) MANILA– House Speaker Ferdinand Martin Romualdez on Wednesday commended his colleagues in Congress for their dedication, focus, and determination in ensuring that the 2025 national budget reflects the priorities and aspirations of the Filipino people. ""Today, we proudly mark the successful conclusion of the bicameral conference committee deliberations on the 2025 General Appropriations Act (GAA),"" the House chief said in a statement. Romualdez described this achievement of the two Chambers as ""a milestone which underscores the unwavering partnership between the House of Representatives and the Senate in ensuring that the national budget serves as a tool to uplift the lives of every Filipino and advance our nation's progress.” ""According to the leader of the 300-plus strong House of Representatives, both Chambers worked hand and hand to craft a budget that supports President Ferdinand Marcos Jr.'s vision for a ‘Bagong Pilipinas’,” he said. ""The 2025 national budget demonstrates what we can achieve when we unite for a common purpose. It is a product of hard work, careful deliberation, and collaboration between the House, the Senate, and the Executive Branch."" Romualdez said the bicameral’s approval of the final version of House Bill No. 10800 or the proposed PHP6.352 trillion 2025 national budget is also their commitment to bring tangible benefits to the people and to strengthen communities that would make their lives better. The partnership, he added, continued and ensured that every peso was allocated to programs that matter most in putting food on every table, improving access to health care and education, creating jobs, higher take-home pay for the country's peace-keeping forces, relief aid to those in need, and building infrastructure that benefits communities nationwide.(PNA)",https://www.pna.gov.ph/articles/1239716
